Comentarios,Clas
Cómodas las instalaciones y el personal atento a las necesidades,Positivos
"En general el servicio es muy bueno, las chicas todas, son muy amables. Es la segunda vez que nos hospedamos allí y nos ha gustado.",Positivos
Un hotel con mucha experiencia y buenas instalaciones. El personal se destaca por su servicio. El restaurante es muy bueno y su comida es deliciosa.,Positivos
"Muy bonito, tam cual las fotos. Buena atención. Tuve un percance con la clave acceso y me ayudaron rápido para solucionarlo",Positivos
"La ubicación es muy buena, acceso rápido por la ubicación, barrio tranquilo y sin bulla.",Positivos
La habitación asignada estuvo muy bien y el desayuno muy rico.,Positivos
Extraordinaria ubicación y el servicio del hosting muy preciso y disponible en cualquier momento.,Positivos
"La atención, habitación amplia , desayuno 10/10 , parqueadero.",Positivos
"Las personas que viajamos antes de las cinco AM, no tuvimos la opción del desayuno, pero todo muy bien.",Positivos
"Un excelente hotel con ubicación estratégica para conectarse con el aeropuerto de la ciudad. El servicio muy bueno, y la habitación tiene un gran tamaño. Excelente relación calidad - precio, con calidad muy superior comparado con otros hoteles en la misma zona.",Positivos
"A great location and service from staff, I always try and stay here!",Positivos
Cercano al aeropuerto El Dorado. Buena ubicación. Zona tranquila.,Positivos
"Este hotel inspira en cada detalle. Perfecto para descansar ya sea en plan de vacaciones o trabajo. El restaurante con el concepto Farm to Table, es delicioso. La ubicación ideal.",Positivos
Cómodo. Con lo necesario para un buena estadía. Que ofrezcan cerca es un plus,Positivos
"esta muy bien ubicado, me fui caminando ala embajada, el personal es super amable, volveria a hospedarme en esge lugar",Positivos
"Las instalaciones están en buenas condiciones, el personal excepcional, la ubicación muy buena.",Positivos
Las instalaciones cómodas y elegantes. El personal muy amable. La ubicación es conveniente.,Positivos
"Sus instalaciones, es muy acogedor todo en su sitio súper limpio, es muy agradable estar ahí tiene muy buena energía, me gustó mucho !",Positivos
"Personal muy amable, una muy buena ubicación, lugar justo para lo que tenía que hacer.",Positivos
"el desayuno es variado y bien preparado.
la habitación es super cómoda y la cama es espaciosa
El servicio a la habitación es excelente
La comida es deliciosa",Positivos
En general todo fue de mi agrado un hotel muy bonito calidad-precio y el desayuno delicioso.,Positivos
"• Esta muy bien ubicado, cerca a bares y restaurantes. 
• La cama es muy cómoda, realmente se descansa en ella.",Positivos
"La amabilidad de Jairo
El Desayuno delicioso
La decoración preciosa
La tranquilidad 
La cama cómoda.",Positivos
"La habitación super cómoda, muy conformable, la atención perfecta",Positivos
"Los desayunos muy deliciosos, el cuarto muy limpio, bonita vista.",Positivos
"El desayuno fantástico, las habitaciones geniales, el personal muy atento, ubicación perfecta para descansar y cerca a lugares principales de la ciudad, muy tranquilo.",Positivos
"La ubicacion del apartamento fue fundamental, el aseo y la tranquilidad lograron encajar en el espacio que necesitabamos para compartir en familia.",Positivos
"Exelente lugar, cómodo y una muy buena recepción por parte de los empleados",Positivos
"El alojamiento fue ideal para nosotros ya que está muy cerca a Corferias, el sector es muy agradable y central.",Positivos
Muy buena ubicación si vas a algún evento en el Movistar Arena o en el estadio. Habitación sencilla pero cómoda. Desayuno Ok,Positivos
"Esta al frente de la estación trasmilenio San Diego, esta ubicado por la cra 10. Tiene parqueadero privado si tiene disponibilidad tienes un espacio fijo.. Las instalaciones impecables, el desayuno delicioso.. Lo recomendó a ojo cerrado muy profesional...",Positivos
Everything was great. I got a pleasant rest with no disturbing noises. The cleaning of the room was perfect. The opportunity to have free coffee was lovely!,Positivos
"La tranquilidad y privacidad sobretodo a la hora de dormir son excelentes. Además, las instalaciones son muy bonitas y el personal es super amable.",Positivos
"La ubicación es perfecta, todo queda cerca y la zona es segura",Positivos
"EN UNA PALABRA RESUMO.. ""CASERITO"", BUENA ATENCION, PERSONAL AMABLE, SERVICIO DE PARQUEADERO, LAS CAMAS COMODAS, BUENA LIMIPIEZA.. EL DESAYUNO MUY RICO",Positivos
"Estaba limpio, llegue más temprano de la hora del checkin y no me dieron la habitación, sin embargo me permitieron usar el coworking",Positivos
"La ubicacion excelente, la cama comoda al igual que las habitaciones muy espaciosas",Positivos
La excelente disposición del personal para crear una experiencia de alojamiento VIP,Positivos
"La relación costo beneficio, realmente la habitación fue muy cómoda, e incluye un buen desayuno",Positivos
"The location was very central and convenient. The hotel is nice and interesting. The rooms are big, comfortable and good value for the price. The owner is very nice and attentive. The hotel is clean .",Positivos
"kudos to the whole staff from receptionists to cleaning ladies… they are kind and welcoming. Mr Carlos Garcia went out of his way to help us in every way possible! The location is literally the best in bogota in terms of nightlife, restaurants, shopping and safety!",Positivos
Justo el descanso qe buscaba entre la conexión de mis vuelos.,Positivos
las instalaciones en buen estado y su ubicación excelente para las personas que van al aeropuerto,Positivos
"Excelente lugar tranquilo, limpio y muy bien ubicado. super recomendado!",Positivos
"El personal es muy querido , todos muy buena onda y muy buena atención.",Positivos
"El hotel esta muy bien ubicado, las habitaciones son tal cual y como se ven en las fotos.",Positivos
"Nos alojamos una semana todo súper bien, la atención fue clara y precisa y el lugar excelente.",Positivos
"Muy buena habitación, excelente ubicación y excelente desayuno",Positivos
"La ubicación muy central, muy amable el personal, el confort de las habitaciones y la limpieza muy bien.",Positivos
"La comodidad de la habitación, la ubicación, la atención en recepción (no alcanzábamos a desayunar en el hotel y nos dieron un desayuno viajero para llevar delicioso) y las instalaciones en general.",Positivos
"El personal del hotel muy amable, excelente atención. La habitación tal como se muestra en la foto, muy limpia y cómoda",Positivos
"El desayuno bastante completo y muy delicioso, la atención fue excelente y la habitación estaba genial.",Positivos
"La comodidad, la amabilidad del personal y tener garaje. Son pocos los hoteles con este presupuesto que ofrecen garaje sin costo adicional.",Positivos
La comodidad de la habitación. El desayuno variado. La amabilidad del personal. Nos permitieron ingresar una hora antes del check in. La seguridad de la zona es buena.,Positivos
"Super rico el desayuno. Muy buen aseo, la habitación es muy espaciosa y bonita. Tiene buen escritorio. Agua caliente. Muy bien.",Positivos
La habitación tenía mucho espacio para una persona y el desayuno era gratis.,Positivos
"Todo, la verdad. Es una excelente opción para estar tranquilo, cómodo y/o trabajar",Positivos
Realmente muy cerca del aeropuerto. Excelente calidad vs precio.,Positivos
"Excelente lugar, las personas fueron súper amables, el lugar es acogedor volvería una y mil veces a exelente servicio el que ofrecen",Positivos
"Comida, limpieza, las personas fueron muy amables.
La ubicación es excelente para cualquier actividad",Positivos
"excelente servicio, su personal muy amable y la limpieza del lugar muy buena",Positivos
"la atencion del personal al desayuno, espectacular. la variedad de fruta fresca, yoghures, huevos al gusto... en fin todo!
Recepcion muy amable y colaboradora, muy atentos a toda hora, hasta nos prestaron un calefactor para las noches frias y facilitaron el parqueadero a nuestro Uber",Positivos
siempre es como llegar a casa. su personal se preocupa por q la estadía sea siempre la mejor,Positivos
"Las instalaciones y la ubicación, no pudimos tomar el desayuno pero se veía todo muy rico.",Positivos
Excelente mi esposa estaba de cumpleaños nos atendieron muy bien,Positivos
"La ubicacion es esencial y facil de encontrar, el personal super agradable, la limpieza y comodidad del lugar hizo de mi viaje una gran experiencia. Ademas de que todos son super atentos desde antes de llegar hasta la salida.",Positivos
"El lugar ofrecía comodidad y limpieza, con todos los elementos necesarios para una estadía confortable. Su ubicación resultó conveniente, con acceso fácil y cercano a una variedad de comercios, aunque se recomienda precaución en la zona. Los utensilios de cocina fueron suficientes y la cerradura electrónica facilitó el ingreso de manera cómoda y segura. La iluminación fue adecuada, y tanto la televisión como el internet funcionaron correctamente.",Positivos
"La ubicación, la relación calidad precio! la habitación súper grande y limpia.
El personal muy amable.",Positivos
"Muy cerca del aeropuerto, zona central, excelentes colchones y cobijas etc… Súper limpio, todo en excelente estado, personal muy amable y dispuesto.",Positivos
"cama grande y muy cómoda, desayuno delicioso, buena atención del personal,me gusto mucho la estadía!",Positivos
"camas muy cómodas y limpias, cortinas que brindan privacidad a cada litera, lockers con candado, atención amable y cariñosa, permite sentirse como en casa o mucho mejor, en pleno centro histórico de la ciudad y cerca a todo.

Cuando vuelva a Bogotá y necesite hospedaje iré a este lugar.",Positivos
"La calidad del servicio, la infraestructura/edifico, habitación pequeña pero confortable.",Positivos
"me gustó la tranquilidad de la zona y me pareció muy bonito todo, muy acogedor",Positivos
Ubicación del hotel muy cercano a sitios de interés y ambiente ejecutivo,Positivos
"todo excelente, lugar agradable, buenas habitaciones y excelentes los desayunos",Positivos
"Excelentes Instalaciones, cómodo, desayuno tipo buffet, zona de parqueo, un poco justo el espacio pero adecuado.",Positivos
"La ubicación, las instalaciones son muy cómodas y me encantó que habían muchas almohadas",Positivos
La atención fue súper oportuna y con demasiada amabilidad. El espacio es muy agradable y cómodo. Con todo lo necesario,Positivos
"Great location, in the historical center, which is the nicest area in Bogota. Many good restaurants around. Just at the other side of the street is a nice and cheap Italian restaurant: the spaghetti bolognese was absolutly great. Old fashion hotel with many antique objects which gives the hotel a very cosy atmosphere. Excellent beds and spacious rooms. Very clean. Very safe: nobody can enter the hotel: the owners are always around to open the door. Really friendly and helpful owners. A really cheap hotel: a lot of value for your money.",Positivos
"Está ubicado en una zona céntrica, donde uno puede hacer varias cosas sin desplazarse mucho",Positivos
La habitacion todo en orden y la cama muy comoda y tambien la vista de la habitacion era genial.,Positivos
Un lugar muy bonito con espacios adecuados y bastante limpio. Logramos descansar y las habitaciones tienen lo necesario. El desayuno también estuvo bastante bien y en general es un hotel que cumple para lograr una estadía satisfactoria. La relación precio-calidad fue lo que más nos gustó.,Positivos
La cama. Las almohadas. El estilo colonial y el desayuno bufete,Positivos
"Transporte seguro del aeropuerto al hotel, todo la atención del personal",Positivos
Excelente atención y servicio. Muy amables Adriana e Isabel. Saludos!!,Positivos
"Jhonatan el chico mexicano que atiende en recepción es un amor de persona, muy atento a todo lo que se requiere y muy resolutivo.",Positivos
"La ubicación, la atención, la facilidad de transportarse a cualquier lugar, etc.",Positivos
"Muy bonito lugar, excelente ubicación, instalaciones limpias, camada cómoda. Algo para mejorar serian las almohadas, desl resto todo estuvo excelente",Positivos
"Las instalaciones son de lo mejor, super limpias las habitaciones muy grandes excelentes acabados y muy bueno para descansar",Positivos
"el hotel es sencillo pero cómodo, tiene diferentes tipos de habitaciones",Positivos
"Demasiado bonito y cómodo con todo lo necesario para estancias cortas o largas, cerca encuentras todo lo que necesitas. El apto es tal cual como aparece en las fotos",Positivos
"Muy buena atención, ubicación excelente, desayuno variado, habitación amplía con todo lo requerido",Positivos
"Muy buen hotel me ayudaron con la cancelación de una noche 
Muy honesto y atento el personal",Positivos
"La ubicación fue perfecta cerca al Hospital Militar, y el desayuno super completo.",Positivos
No pude quedarme en el hotel y muy amablemente me quitaron la penalidad de cancelación y no me cobraron,Positivos
"Buen hotel costo beneficio 
Buena ubicación para el trámite deseado",Positivos
"Me gustó mucho la atención, la habitación como tal, todo estaba muy limpio y habia una aroma muy agradable.",Positivos
El ambiente del hotel es muy tranquilo y la atención muy buena,Positivos
"Muy amables, gestionaron todo para un grupo grande de forma amigable y respetuosa.",Positivos
"Hotel bonito en zona muy linda, no es nada difícil conseguir transporte, bastante cerca del aeropuerto.
Su personal sumamente amable y diligente. 
El desayuno rico y en la terraza, la vista muy agradable.",Positivos
"Room was very comfy and clean clean. The staff was able to provide a meeting room, so I could work until my check in was available.",Positivos
"Habitación amplia, el personal muy amable. Tiene parqueadero, es pequeño entonces mejor confirmar que haya disponibilidad en el momento de la reserva.",Positivos
"It is a great place to stay, close to a lot of monuments and museums.",Positivos
"la ubicacion excepcional, realmente es un buen lugar para hospedarse, muy bien dotado con todo lo necesario, lo unico mejoraria es la cama, es muy pequeña para una pareja y las almohadas no son muy comodas.",Positivos
"Super recomendado, las habitaciones, el colchón, todo muy limpio y en buenas condiciones",Positivos
"muy buena ubicación. Es muy cómodo , seguro y el personal es muy amable",Positivos
"Una muy buena habitación, todo estaba aseado. La cama estaba muy cómoda, muy tranquilo el lugar.",Positivos
"si bien el hotel tiene muchos años, las instalaciones están perfectamente cuidadas y cómodas.",Positivos
"Todo excelente muy buenas instalaciones, limpio el personal muy atento y amable",Positivos
El personal es excelente !! Los desayunos deliciosos ! Es mi segunda vez y de seguro volveré,Positivos
"Muy buena la atención, la comida dentro del lugar muy deliciosa , habitación pequeña pero cómoda y con todo lo necesario",Positivos
"El sitio, la tranquilidad y el contacto con la naturaleza.
La atención fenomenal",Positivos
"Las instalaciones son muy bonitas, muy limpias y las personas muy amables y serviciales",Positivos
"LA CORTESÍA DE TODO EL PERSONAL
LA VARIEDAD DEL DESAYUNO
LA UBICACIÓN",Positivos
"La habitación muy grande y cómoda , el personal. Las cortinas de la habitación para dejarla completamente oscura.",Positivos
"Comodidad, en todo el pueblo de usaquen para caminar.
En el hotel hay un restaurant de hamburguesas artesanales excelente
El personal es muy atento y servicial.",Positivos
El precio y calidad de la comida del restaurante y la ubicación del hotel..,Positivos
"La atención del personal es excepcional, muy amable, amigable, te hace sentir en confianza. La ubicación del hostal es excelente, muy central y los alrededores son tranquilos y se siente muy seguro.",Positivos
"BUFFET EXCELENTE, DE TODO Y PARA REPETIR. UBICACIÓN INIGUALABLE, EN UN GRAN SECTOR, TRÁNQUILO, BONITO, CON ZONAS DE ENTRETENIMIENTO ALREDEDOR, SIN COSTOS EXTRA, PERSONAL MUY ATENTO Y HOTEL BELLÍSIMO, HABITACIÓN AMPLIA, CÓMODA Y MUY ATENTOS A MANTENERLA EN ORDEN. CON VARIADOS ACCESORIOS EN BAÑO, DUCHA Y HABITACIÓN, LO ÚNICO FUE QUE NO FUNCIONÓ EL SECADOR DE PELO (HAB 507), PERO ES UN DETALLE MÍNIMO.",Positivos
"La ubicación es muy buena, cerca a restaurantes. El desayuno estaba delicioso. Las instalaciones son muy agradables, la habitación es amplia y linda.",Positivos
"amplitud en las habitaciones, excelente ubicación, muy tranquilo, excelente servicio por parte del personal, muy atentos",Positivos
"El personal es super amable, las instalaciones muy pulcros y la habitación cómoda, la ubicación muy buena cerca del aeropuerto",Positivos
"todo me parecio perfecto, desde la llegada hasta la salida, todos muy amables, todo impecable oranizado, y la comida muy rica gran variedad, y una vista hermosa",Positivos
La amabilidad de sus empleadas y el desayuno tan rico que hacen!,Positivos
"Excelente ubicación 
El personal nos atendió muy bien 
El desayuno delicioso y variado",Positivos
"EL confort que brinda el interior, la comodidad de la cama, almohadas y sus tendidos, los baños impecables, la ubicación excepcional, de fácil acceso y en una zona segura.",Positivos
El apartamento es hermoso. Su terraza con la vista a los edificios más emblemáticos de Bogotá lo hace único. Volvería a hospedarme aquí sin duda,Positivos
Location was excellent. Had An American Embassy appt. Walked there in 3 mins. 10 min walk to Mall super excellletm. Good Variety of food choicex,Positivos
"La atencion del personal bastante cordiales, siempre a disposicion del huesped",Positivos
"Buena ubicación, lugar tranquilo aún cuando está cerca de la 7.",Positivos
"El apartamento esta ubicado en un sector residencial, donde la percepción de seguridad es muy grande, lo cual no es solo agradable sino reconfortante dada las condiciones de inseguridad que se viven en Bogotá. Diego es una persona muy amable, atenta y colaboradora sobre cualquier inquietud que tenga el huesped. El apartamento es acogedor, cálido, buena conexión a internet, agua caliente, limpio y seguro.",Positivos
"Me encantó el desayuno, de la habitación la cama estuvo muy cómoda.",Positivos
El apartamento y la terraza que tenía excelente la limpieza la atención del personal y lo cercano a muchas cosas de interes la ubicación genial,Positivos
"Es una casa hermosa, con colores alegres, la habitación fue muy cómoda y tiene a disposición una gran cocina, con todo lo necesario, hay ducha de gran presión con agua caliente y puedes usar la hermosa plazoleta de su otro Hostel que queda justo al frente, además de ser un lugar muy limpio!

Pero definitivamente lo que más me gustó fue la atención de las chicas, son muy amables y serviciales, con seguridad volveré!",Positivos
"Excelente la atención, las habitaciones cómodas, muy limpias y el servicio de desayuno recomendado",Positivos
"En el momento de reservar la persona encargada estuvo súper pendiente de mi llegada, la habitación estaba limpia, la cama es muy confortable, las almohadas son cómodas y el desayuno si bien sencillo, muy delicioso. La persona encargada me comento que el hotel tiene conveníos con empresas de transporte y una camioneta de servicio especial me llevo hasta el terminal, el precio súper cómodo para la prestación del servicio. 

Tuve una excelente estadía en ese hotel. Super recomendado.",Positivos
"Excelente ubicación en la Zona G de Bogotá, no lo conocía pero me pareció una muy opción",Positivos
lo acogedor de todos los ambientes el lobby restaurante habitación,Positivos
"The location and space is really nice. Clean, the stuff was gentle",Positivos
Cenar en el hotel es una experiencia única y el desayuno ofrece un montón de posibilidades,Positivos
"El Hotel es genial, limpio , la gente muy amable , las habitaciones ni decir ,una casa ideal, ubicación perfecta, para mi claro , tiene todas las opciones cercanas para comidas ,es mi principal opción en el área¡",Positivos
"La atención del personal, muy amables y siempre con la mejor disposición. Es un ambiente muy tranquilo, organizado y aseado. Prefecto para descansar y/o trabajar.",Positivos
"La ubicacion del lugar, aseo en las habitaciones y la atencion del personal",Positivos
"El lugar es muy bonito, dan ganas incluso de permanecer en las zonas comunes",Positivos
"La ubicación es estratégica, cerca a todo. El desayuno excelente y las instalaciones excepcional.",Positivos
"Es muy lindo,limpieza,comodo,accessible para todo,muy servicial,atentos y colaboradores. Esta en un excelente lugar 🤗🤗🤗 volveré...",Positivos
"La atención y comodidad, además de la facilidad para el transporte al aeropuerto",Positivos
"El portero demasiado amable, muy buena persona. las personas de limpieza muy amables y atentas

El portero o reseccionista de la entrada 10 de 10",Positivos
"Nos encantó, el hotel es elegante, la habitación era amplia e iluminada, el personal fue muy amable y estuvo dispuesto a ayudar en todo.",Positivos
Las habitaciones son muy comodas y limpias. El desayuno es sencillo pero muy bueno.,Positivos
"La amabilidad del personal, excelente ubicación y la seguridad del hotel.",Positivos
"El apartaestudio tiene todo lo necesario para la estadia. Es perfecto, me encantó.
Edificio 10/10
Limpieza 10/10
Comodidad 10/10
Apartaestudio 10/10
Baño 10/10",Positivos
"Muy atentos, te piden los servicios de taxi, me gusto mucho la ubicación, esta muy cerca a centros de negocios, centros administrativos, centro comerciales",Positivos
Lo que más me gustó fue la amabilidad de todas las personas que atienden el lugar y muy buenos desayunos.,Positivos
"La ubicación del hotel es muy buena, muy cerac de la Embajada USA y el aeropuerto. El desayuno es bastante variado y el personal es muy atento y servicial.",Positivos
"La atención fue excelente, todo el tiempo mi familia y yo sentimos que el personal fue muy amable y bastante cordial.",Positivos
"Me gustó mucho la habitación, súper cómoda y acogedora. Impecable. La atención es súper, muy atentos. El desayuno delicioso y completo. Excelente ubicación.",Positivos
"La atención del personal es lo mejor, habitación cómoda, muy buena ubicación",Positivos
"Todo muy limpio y ordenado, la habitación excelentemente decorada, muy acogedora, el baño muy limpio y amplio. la atención del personal en general es excelente.",Positivos
"Hotel muy comodo, muy bien deocrado, muy limpio, con buen servicio de restaurante y personal muy amable.",Positivos
"La habitacion era amplia y la cama comoda, buen wifi, el tv tenia wifi y se puede ver con cuenta propia nerflix, disney y prime. el hotel ofrece Dgo y youtube. La atencion de las host es super exelente muy amables.",Positivos
"Buen desayuno y la ubicación es bastante céntrica para lo que necesitabamos, cerca de corferias caminando",Positivos
"Nos gusto la tranquilidad, la hamabilidad de las personas del lugar",Positivos
"La cocina y sus utensilios, la cama súper cómoda y el baño espectacular, era la primera vez que rentaba un apt y me encantó. De verdad que volveré",Positivos
"Todo excelente!! me enamoró el lugar. Tienen muchos amenities que no tienen muchos hoteles de mayor costo. El servicio excelente, la comida excelente!! lo recomiendo y volveré de nuevo ya que el lugar superó mis expectativas. Gracias a todas las personas que tienen ingerencia en que esto haya sido asi.",Positivos
"El desayuno de muy buen sabor, camas cómodas y habitación amplia.",Positivos
"La atención como siempre insuperable, las habitaciones a la altura de cualquier hotel 5 estrellas",Positivos
"La atención de la persona de recepción. Lencería de cama muy agradable, especialmente las almohadas.",Positivos
Habitaciones muy limpias y cómodas. La zona es tranquila por lo que permite un buen descanso.,Positivos
"Me gustó la habitación, me encantó el baño. 😃
La ubicación del Hotel es próxima a varios lugares estratégicos como el Jardín Botánico de Bogotá, Parque Simón Bolívar, Parque Salitre Mágico; de igual forma a restaurantes, supermercados y a paraderos de buses.",Positivos
"El desayuno un poco pobre. 
La ubicación del hotel, excelente, un lugar muy seguro y céntrico.",Positivos
"Muy buenas habitaciones, delicioso el desayuno, la atención excepcional. Regresaría sin dudarlo.",Positivos
"SU PUNTO DE UBICACIÓN ES EXCELENTE, EL SERVICIO DE DESAYUNO OFRECE UNA AMPLIA ORDEN DE ALIMENTOS Y SU SERVICIO ES DE MUY BUENA CALIDAD.",Positivos
"El servicio maravilloso,las instalaciones pero lo mejor fue la atención",Positivos
"Hotel ubicado cerca al aeropuerto, con servicio de traslado sin costo adicional. Fue posible hacer el Check-In antes de la hora establecida (lo que hace que sea un Plus para un próximo viaje). Excelente desayuno Buffet.",Positivos
"Was suuuper social, made lots of friends, and the parties were great!! And all the parties are outside of the hostel, so you can actually rest when you wanna sleep and the facilities are very good TBH.",Positivos
"Muy cerca al aeropuerto que era lo que buscaba. Ademas el servicio de transorte aeropuerto-hotel es muy util.
Nos ayudaron con el desayuno para llevar debido a que al dia siguiente saliamos temprano al aeropuerto, cosa que fue muy util. Muy recomendado",Positivos
"Excelente habitación, excelente ubicación, excelente servicio de transporte. 👍",Positivos
"Habitaciones amplias y cómodas, instalaciones limpias y personal amable. Muy buena vista y la ubicación esta bien para la zona.",Positivos
El personal y sobre todo los recepcionistas muy amable y muy atento a las necesidades del huésped. Por otro lado el hotel está muy cercano a la embajada y tiene una buena ubicación para trasladarse a algunos centros comerciales,Positivos
"El hotel es muy bello, bien ubicado, tranquilo y placentero. Tiene una arquitectura hermosa, decoración cuidada, excelentemente bien ubicado y resulta muy conforable!",Positivos
La tranquilidad y lo agradable de las instalaciones. Además que cerca hay de todo. La zona es agradable y segura.,Positivos
"Nos gustó la ubicación, la comodidad y el desayuno con servicio a la habitación",Positivos
"excelente en todo sentido: instalaciones, personal, desayuno.",Positivos
"El personal es excelente y muy atento, muy buen servicio al cliente e instalaciones.",Positivos
"Muy buen desayuno, variado y de buena calidad. Personal del hotel muy servicial.",Positivos
Excelente hotel y el servicio! Una muy buena ubicación para estar pocos días en Bogotá.,Positivos
"Me encanta poder pedir el desayuno a la cama, el lugar es hermoso, es muy cómodo. Súper recomendado",Positivos
"todo. el personal muy amable, la habitación muy linda y muy limpia",Positivos
"Un hotel bastante limpio, todo organizado y nos atendieron bastante bien.",Positivos
"La ubicación, el lugar muy limpio y acogedor, los dueños del lugar muy atentos tenia todo lo necesario, gracias!",Positivos
"Nos encantó la cama, las almohadas, la ducha, la comida, la atención, la charla de Rochi y Fede..las señoras ..las lucecitas del techo... la chimenea, el café.",Positivos
"Las camas son muy cómodas, el personal es muy amable y el lugar es muy tranquilo y aseado.",Positivos
"excelente atención, servicio, muy amables todos, muy cerca del chorro de Quevedo y de monserrate, el sector no es tan lindo visualmente pero el hotel es demasiado hermoso, seguro y te hace olvidar donde está ubicado, te dan todos los elementos para tener una estadía genial, venía por una noche y me quedé dos de lo rico que la pasamos",Positivos
אווירה ביתית וחמה עם עובדים מקסימים ! מיטות רמה גבוהה ! הוסטל מומלץ בטירוף ❤,Positivos
"En general todo, sus instalaciones, servicios. Excelente. Cómodo y la relación entre precio y servicio es favorable.",Positivos
"El desayuno estuvo muy bien, el personal en general es muy amable.",Positivos
"El lugar, la ubicación y sobretodo la amabilidad del personal.
En los alrededores hay varios restaurantes y cafeterías muy buenos. 
Nos gustó todo.",Positivos
"El desayuno muy delicioso y variado, las camas y almohadas muy cómodas, habitación bien amplia, excelente ubicación en el centro internacional de Bogotá.",Positivos
"La comodidad, el servicio, muy amables, el desayuno muy completo y muy rico.",Positivos
"The bed was very comfortable, the hotel condition was very good. Service was great. Breakfast was really good.",Positivos
MUY BIEN UBICADO EL HOTEL ES MUY BONITO Y LIMPIO Y LA COMIDA DEL RESTAURANTE ES MUY BUENA,Positivos
"No hubo desayuno, y pues la verdad estuvo muy buena la atención",Positivos
"Es un concepto diferente, se debe vivir la experiencia para entender por qué la vida es fácil y sencilla",Positivos
"La atención de su personal, la comida, la habitación, la ubicación para diligencias en el norte de Bgta.",Positivos
"el desayuno muy bueno, el lugar a mi me pareció central, con buena ubicacion.",Positivos
"Muy tranquilo y limpio. 
Super puntuales con el desayuno. 
Todas las personas que laburan ahí, son muy muy amables y están siempre en disposición de ayudarte o brindar información.",Positivos
"Excelente ubicación, si tienes que ir al campin o al movistar arena. es super cerca de estos, el sector es muy tranquilo y residencial así que estarás tranquilo. Con respecto al desayuno esta bien ya que es tipo americano",Positivos
"Todo estuvo excelente, existen fallas pero subsanables fácilmente.",Positivos
"El desayuno nos pareció maravilloso, las instalaciones muy lindas y bien cuidadas.",Positivos
"Todo estuvo super, excelente servicio, la amabilidad del personal inmejorable. solo agradecer. La mejor ubicación, el desayuno tipo buffet muy rico y las habitaciones muy cómodas.",Positivos
La habitación era amplia y tenía muy buenas áreas de servicio como cocina y baño,Positivos
"Todo perfecto, el desayuno, la atención, la ubicación, el personal, todo muy bien",Positivos
Buen espacio. Limpio. Servicio jacuzzi. Alimentos buen sabor y frescos.,Positivos
"The hotel was very close to the airport, comfortable and clean. We only stayed one night waiting for a connection, but the breakfast here was the best of the hotels we stayed in during vacation, and it was included. I stay at Mariotts quite a bit in the US because they are consistently clean and have a nice layout. I don’t usually stay in chain hotels in Colombia because I can generally find cheaper options closer to where I want to go. This hotel is perfect if you just need to sleep before you go back to the airport. It would not be very good if you are visiting Bogotá as a tourist. The location is just off the highway, not walkable to anything. They have a free shuttle to the airport that leaves every hour, and we were happy with that service.",Positivos
"El hotel está practicamente nuevo por lo que todo estaba en excelente estado. El agua de la ducha con una presión magnífica y caliente. Muy cerca a todo lo importante del sector. Lo que más destaco es la excepcional atención de Leonardo el administrador y de Nestor, tienen un muy buen concepto de servicio al cliente. Volvería con gusto.",Positivos
"Es la segunda vez que me hospedó aquí y fue increíble. Precio justo, excelente ubicación y muy buena atención. 

Hace poco empezaron a vender desayunos, y son super ricos",Positivos
"Cerca al aeropuerto y el desayuno excelente, las habitaciones muy confortables",Positivos
"Lugar muy lindo, organizado y bien localizado. El personal es extremamente amable, hicieron de mi estadía una gran experiencia. Mil gracias!!",Positivos
"La ubicación del lugar es perfecta, es limpio, armonioso, los administradores son amables y todo esto lo puedes obtener por un precio mínimo",Positivos
"This hostel is a beautiful place to stay in Bogotá. Is located in a great area. Here I had the opportunity to meet kind people, and I have a pleasant stay. The hosts are very warm and nice people. 

The house has several bathrooms, comfortable beds  and beautiful green areas. Besides that, the breakfast is very good.",Positivos
"la atención del personal muy buena, la ubicación del hotel ideal..",Positivos
La atención absolutamente familiar del anfitrión y el confort del alojamiento.,Positivos
La limpieza del lugar y la atención tan espectacular del personal.,Positivos
El desayuno no es un cinco estrellas pero es servido con cariño,Positivos
"We always stay in this Hostel when we arrive and leave Colombia. It is not so far from the airport and the center, in a very nice green area of this mega city. There are a lot of Restaurants and Bars in the surrounding.",Positivos
"Muy ágil a la hora de dar respuesta a cualquier duda, además que todos son muy amables",Positivos
"El hostel en general es bonito, muy bien decorado, la habitación es cómoda y amplia y la relación costo beneficio está súper.",Positivos
"Me pareció muy cerca al aeropuerto y al lugar donde tenía que hacer la diligencia 
También está cerca a un centro comercial y en el área hay de todo un poco supermercado droguería panadería una tienda D1 y otras cosas más",Positivos
"el hotel nos encantó, muy cómodo, habitación súper amplia, limpia, iluminada.",Positivos
"La habitación que me asignaron era grande tipo apartamento, limpia, el desayuno estuvo muy bueno",Positivos
"Muy buena atención y el lugar muy bonito, precisamente lo que necesitabamos",Positivos
"Super cerca a corferias, está muy bien ubicado, es fácil llegar caminando, en carro o en transporte público. El hotel es precioso, tiene un estilo agradable, camas super cómodas, buena temperatura, ducha con agua caliente, la cocinita funciona muy bien. Televisor y Wifi funcionan a la perfección, el espacio para colocar la ropa es optimo, tiene restaurantes cercanos y también llegan domicilios sin problema. Variedad en desayuno buffet.",Positivos
